Année,Indicateur,Valeur
1970,"Espérance de vie à la naissance, hommes (années)",42.754
1971,"Espérance de vie à la naissance, hommes (années)",43.513
1972,"Espérance de vie à la naissance, hommes (années)",44.279
1973,"Espérance de vie à la naissance, hommes (années)",45.039
1974,"Espérance de vie à la naissance, hommes (années)",45.783
1975,"Espérance de vie à la naissance, hommes (années)",46.498
1976,"Espérance de vie à la naissance, hommes (années)",47.177
1977,"Espérance de vie à la naissance, hommes (années)",47.812
1978,"Espérance de vie à la naissance, hommes (années)",48.399
1979,"Espérance de vie à la naissance, hommes (années)",48.934
1980,"Espérance de vie à la naissance, hommes (années)",49.418
1981,"Espérance de vie à la naissance, hommes (années)",49.857
1982,"Espérance de vie à la naissance, hommes (années)",50.256
1983,"Espérance de vie à la naissance, hommes (années)",50.618
1984,"Espérance de vie à la naissance, hommes (années)",50.939
1985,"Espérance de vie à la naissance, hommes (années)",51.212
1986,"Espérance de vie à la naissance, hommes (années)",51.428
1987,"Espérance de vie à la naissance, hommes (années)",51.578
1988,"Espérance de vie à la naissance, hommes (années)",51.655
1989,"Espérance de vie à la naissance, hommes (années)",51.656
1990,"Espérance de vie à la naissance, hommes (années)",51.571
1991,"Espérance de vie à la naissance, hommes (années)",51.389
1992,"Espérance de vie à la naissance, hommes (années)",51.118
1993,"Espérance de vie à la naissance, hommes (années)",50.775
1994,"Espérance de vie à la naissance, hommes (années)",50.377
1995,"Espérance de vie à la naissance, hommes (années)",49.946
1996,"Espérance de vie à la naissance, hommes (années)",49.501
1997,"Espérance de vie à la naissance, hommes (années)",49.066
1998,"Espérance de vie à la naissance, hommes (années)",48.67
1999,"Espérance de vie à la naissance, hommes (années)",48.341
2000,"Espérance de vie à la naissance, hommes (années)",48.107
2001,"Espérance de vie à la naissance, hommes (années)",47.987
2002,"Espérance de vie à la naissance, hommes (années)",47.982
2003,"Espérance de vie à la naissance, hommes (années)",48.092
2004,"Espérance de vie à la naissance, hommes (années)",48.317
2005,"Espérance de vie à la naissance, hommes (années)",48.66
2006,"Espérance de vie à la naissance, hommes (années)",49.12
2007,"Espérance de vie à la naissance, hommes (années)",49.677
2008,"Espérance de vie à la naissance, hommes (années)",50.307
2009,"Espérance de vie à la naissance, hommes (années)",50.986
2010,"Espérance de vie à la naissance, hommes (années)",51.689
2011,"Espérance de vie à la naissance, hommes (années)",52.396
2012,"Espérance de vie à la naissance, hommes (années)",53.091
2013,"Espérance de vie à la naissance, hommes (années)",53.756
2014,"Espérance de vie à la naissance, hommes (années)",54.375
2015,"Espérance de vie à la naissance, hommes (années)",54.935
2016,"Espérance de vie à la naissance, hommes (années)",55.428
2017,"Espérance de vie à la naissance, hommes (années)",55.864
2018,"Espérance de vie à la naissance, hommes (années)",56.251
2019,"Espérance de vie à la naissance, hommes (années)",56.593
1960,"Espérance de vie à la naissance, femmes (années)",36.568
1961,"Espérance de vie à la naissance, femmes (années)",37.533
1962,"Espérance de vie à la naissance, femmes (années)",38.473
1963,"Espérance de vie à la naissance, femmes (années)",39.378
1964,"Espérance de vie à la naissance, femmes (années)",40.247
1965,"Espérance de vie à la naissance, femmes (années)",41.096
1966,"Espérance de vie à la naissance, femmes (années)",41.948
1967,"Espérance de vie à la naissance, femmes (années)",42.828
1968,"Espérance de vie à la naissance, femmes (années)",43.745
1969,"Espérance de vie à la naissance, femmes (années)",44.695
1970,"Espérance de vie à la naissance, femmes (années)",45.666
1971,"Espérance de vie à la naissance, femmes (années)",46.636
1972,"Espérance de vie à la naissance, femmes (années)",47.575
1973,"Espérance de vie à la naissance, femmes (années)",48.461
1974,"Espérance de vie à la naissance, femmes (années)",49.282
1975,"Espérance de vie à la naissance, femmes (années)",50.033
1976,"Espérance de vie à la naissance, femmes (années)",50.717
1977,"Espérance de vie à la naissance, femmes (années)",51.349
1978,"Espérance de vie à la naissance, femmes (années)",51.937
1979,"Espérance de vie à la naissance, femmes (années)",52.485
1980,"Espérance de vie à la naissance, femmes (années)",52.995
1981,"Espérance de vie à la naissance, femmes (années)",53.471
1982,"Espérance de vie à la naissance, femmes (années)",53.909
1983,"Espérance de vie à la naissance, femmes (années)",54.304
1984,"Espérance de vie à la naissance, femmes (années)",54.65
1985,"Espérance de vie à la naissance, femmes (années)",54.94
1986,"Espérance de vie à la naissance, femmes (années)",55.162
1987,"Espérance de vie à la naissance, femmes (années)",55.312
1988,"Espérance de vie à la naissance, femmes (années)",55.382
1989,"Espérance de vie à la naissance, femmes (années)",55.372
1990,"Espérance de vie à la naissance, femmes (années)",55.271
1991,"Espérance de vie à la naissance, femmes (années)",55.071
1992,"Espérance de vie à la naissance, femmes (années)",54.78
1993,"Espérance de vie à la naissance, femmes (années)",54.414
1994,"Espérance de vie à la naissance, femmes (années)",53.994
1995,"Espérance de vie à la naissance, femmes (années)",53.536
1996,"Espérance de vie à la naissance, femmes (années)",53.059
1997,"Espérance de vie à la naissance, femmes (années)",52.586
1998,"Espérance de vie à la naissance, femmes (années)",52.145
1999,"Espérance de vie à la naissance, femmes (années)",51.765
2000,"Espérance de vie à la naissance, femmes (années)",51.476
2001,"Espérance de vie à la naissance, femmes (années)",51.305
2002,"Espérance de vie à la naissance, femmes (années)",51.255
2003,"Espérance de vie à la naissance, femmes (années)",51.325
2004,"Espérance de vie à la naissance, femmes (années)",51.514
2005,"Espérance de vie à la naissance, femmes (années)",51.818
2006,"Espérance de vie à la naissance, femmes (années)",52.226
2007,"Espérance de vie à la naissance, femmes (années)",52.713
2008,"Espérance de vie à la naissance, femmes (années)",53.251
2009,"Espérance de vie à la naissance, femmes (années)",53.822
2010,"Espérance de vie à la naissance, femmes (années)",54.41
2011,"Espérance de vie à la naissance, femmes (années)",55.007
2012,"Espérance de vie à la naissance, femmes (années)",55.609
2013,"Espérance de vie à la naissance, femmes (années)",56.208
2014,"Espérance de vie à la naissance, femmes (années)",56.791
2015,"Espérance de vie à la naissance, femmes (années)",57.344
2016,"Espérance de vie à la naissance, femmes (années)",57.854
2017,"Espérance de vie à la naissance, femmes (années)",58.32
2018,"Espérance de vie à la naissance, femmes (années)",58.741
2019,"Espérance de vie à la naissance, femmes (années)",59.119
1969,Population de réfugiées par pays ou par territoire d’asile,12000
1970,Population de réfugiées par pays ou par territoire d’asile
1971,Population de réfugiées par pays ou par territoire d’asile,300
1972,Population de réfugiées par pays ou par territoire d’asile
1973,Population de réfugiées par pays ou par territoire d’asile
1974,Population de réfugiées par pays ou par territoire d’asile
1975,Population de réfugiées par pays ou par territoire d’asile,300000
1976,Population de réfugiées par pays ou par territoire d’asile,500070
1977,Population de réfugiées par pays ou par territoire d’asile
1978,Population de réfugiées par pays ou par territoire d’asile
1979,Population de réfugiées par pays ou par territoire d’asile
1980,Population de réfugiées par pays ou par territoire d’asile
1981,Population de réfugiées par pays ou par territoire d’asile
1982,Population de réfugiées par pays ou par territoire d’asile
1983,Population de réfugiées par pays ou par territoire d’asile,450
1984,Population de réfugiées par pays ou par territoire d’asile,650
1985,Population de réfugiées par pays ou par territoire d’asile,810
1986,Population de réfugiées par pays ou par territoire d’asile,880
1987,Population de réfugiées par pays ou par territoire d’asile,800
1988,Population de réfugiées par pays ou par territoire d’asile,800
1989,Population de réfugiées par pays ou par territoire d’asile,480
1990,Population de réfugiées par pays ou par territoire d’asile,272281
1991,Population de réfugiées par pays ou par territoire d’asile,230290
1992,Population de réfugiées par pays ou par territoire d’asile,174076
1993,Population de réfugiées par pays ou par territoire d’asile,251578
1994,Population de réfugiées par pays ou par territoire d’asile,360106
1995,Population de réfugiées par pays ou par territoire d’asile,297908
1996,Population de réfugiées par pays ou par territoire d’asile,327696
1997,Population de réfugiées par pays ou par territoire d’asile,208509
1998,Population de réfugiées par pays ou par territoire d’asile,151187
1999,Population de réfugiées par pays ou par territoire d’asile,138433
2000,Population de réfugiées par pays ou par territoire d’asile,120694
2001,Population de réfugiées par pays ou par territoire d’asile,126239
2002,Population de réfugiées par pays ou par territoire d’asile,44751
2003,Population de réfugiées par pays ou par territoire d’asile,75967
2004,Population de réfugiées par pays ou par territoire d’asile,72084
2005,Population de réfugiées par pays ou par territoire d’asile,41624
2006,Population de réfugiées par pays ou par territoire d’asile,27279
2007,Population de réfugiées par pays ou par territoire d’asile,24640
2008,Population de réfugiées par pays ou par territoire d’asile,24802
2009,Population de réfugiées par pays ou par territoire d’asile,24598
2010,Population de réfugiées par pays ou par territoire d’asile,26213
2011,Population de réfugiées par pays ou par territoire d’asile,24212
2012,Population de réfugiées par pays ou par territoire d’asile,3972
2013,Population de réfugiées par pays ou par territoire d’asile,2970
2014,Population de réfugiées par pays ou par territoire d’asile,1918
2015,Population de réfugiées par pays ou par territoire d’asile,1972
2016,Population de réfugiées par pays ou par territoire d’asile,1397
2017,Population de réfugiées par pays ou par territoire d’asile,1559
2018,Population de réfugiées par pays ou par territoire d’asile,1808
2019,Population de réfugiées par pays ou par territoire d’asile,2020
2020,Population de réfugiées par pays ou par territoire d’asile,2111
1990,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",3
1991,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",3.5
1992,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",4
1993,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",4.3
1994,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",4.5
1995,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",4.5
1996,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",4.4
1997,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",4.2
1998,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",3.9
1999,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",3.7
2000,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",3.4
2001,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",3.1
2002,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",2.8
2003,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",2.5
2004,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",2.3
2005,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",2.1
2006,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",2
2007,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.9
2008,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.8
2009,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.7
2010,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.6
2011,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.6
2012,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.5
2013,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.5
2014,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.4
2015,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.3
2016,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.3
2017,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.2
2018,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.1
2019,"Prévalence du VIH, femmes (% des femmes âgées de 15 à 24 ans)",1.1
1997,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8
1998,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8
1999,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8
2001,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.52017937219731
2002,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.52017937219731
2003,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.52017937219731
2004,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.52017937219731
2005,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.52017937219731
2006,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.52017937219731
2007,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.86699507389163
2008,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.86699507389163
2009,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.86699507389163
2010,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),8.86699507389163
2011,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),11.0236220472441
2012,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),10.4417670682731
2013,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),10.4417670682731
2014,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),9.44881889763779
2015,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),9.16334661354582
2016,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),9.16334661354582
2017,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),10.5882352941176
2018,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),10.5882352941176
2019,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),10.9803921568627
2020,Proportion de sièges occupés par des femmes dans les parlements nationaux (%),11.3725490196078
2000,Mortalité par accident de la route (pour 100 000 hab.),25.4
2001,Mortalité par accident de la route (pour 100 000 hab.),25.3
2002,Mortalité par accident de la route (pour 100 000 hab.),25.4
2003,Mortalité par accident de la route (pour 100 000 hab.),25.9
2004,Mortalité par accident de la route (pour 100 000 hab.),26.5
2005,Mortalité par accident de la route (pour 100 000 hab.),26.3
2006,Mortalité par accident de la route (pour 100 000 hab.),25.8
2007,Mortalité par accident de la route (pour 100 000 hab.),25.4
2008,Mortalité par accident de la route (pour 100 000 hab.),25.4
2009,Mortalité par accident de la route (pour 100 000 hab.),25.5
2010,Mortalité par accident de la route (pour 100 000 hab.),25.8
2011,Mortalité par accident de la route (pour 100 000 hab.),25.8
2012,Mortalité par accident de la route (pour 100 000 hab.),24
2013,Mortalité par accident de la route (pour 100 000 hab.),23.5
2014,Mortalité par accident de la route (pour 100 000 hab.),23
2015,Mortalité par accident de la route (pour 100 000 hab.),23.2
2016,Mortalité par accident de la route (pour 100 000 hab.),23.4
2017,Mortalité par accident de la route (pour 100 000 hab.),23.6
2018,Mortalité par accident de la route (pour 100 000 hab.),23.9
2019,Mortalité par accident de la route (pour 100 000 hab.),24.1
1960,Exportations de biens et de services (% du PIB),34.23954706884314
1961,Exportations de biens et de services (% du PIB),35.29251939389041
1962,Exportations de biens et de services (% du PIB),34.39262454548807
1963,Exportations de biens et de services (% du PIB),33.93545167763895
1964,Exportations de biens et de services (% du PIB),35.886030032337935
1965,Exportations de biens et de services (% du PIB),36.823411280231944
1966,Exportations de biens et de services (% du PIB),36.40699068233566
1967,Exportations de biens et de services (% du PIB),36.22371932821063
1968,Exportations de biens et de services (% du PIB),40.699872090040735
1969,Exportations de biens et de services (% du PIB),36.761797566222285
1970,Exportations de biens et de services (% du PIB),35.769325514347706
1971,Exportations de biens et de services (% du PIB),32.20999269945461
1972,Exportations de biens et de services (% du PIB),33.51212081305611
1973,Exportations de biens et de services (% du PIB),35.75389082054382
1974,Exportations de biens et de services (% du PIB),45.69688756680113
1975,Exportations de biens et de services (% du PIB),36.72858255073225
1976,Exportations de biens et de services (% du PIB),41.741470258236234
1977,Exportations de biens et de services (% du PIB),42.62604183961379
1978,Exportations de biens et de services (% du PIB),36.521203070370355
1979,Exportations de biens et de services (% du PIB),34.60332236307508
1980,Exportations de biens et de services (% du PIB),35.001629331394334
1981,Exportations de biens et de services (% du PIB),35.17500349062595
1982,Exportations de biens et de services (% du PIB),36.423228685315266
1983,Exportations de biens et de services (% du PIB),36.95985991430004
1984,Exportations de biens et de services (% du PIB),45.311927697072214
1985,Exportations de biens et de services (% du PIB),46.77491298168871
1986,Exportations de biens et de services (% du PIB),39.49590840895052
1987,Exportations de biens et de services (% du PIB),33.42999019831881
1988,Exportations de biens et de services (% du PIB),30.488128493597742
1989,Exportations de biens et de services (% du PIB),32.033335638127106
1990,Exportations de biens et de services (% du PIB),31.689874670199764
1991,Exportations de biens et de services (% du PIB),30.011726344451766
1992,Exportations de biens et de services (% du PIB),31.90948692754215
1993,Exportations de biens et de services (% du PIB),29.442452874173636
1994,Exportations de biens et de services (% du PIB),40.52740186403806
1995,Exportations de biens et de services (% du PIB),41.75929966367061
1996,Exportations de biens et de services (% du PIB),41.1009950896473
1997,Exportations de biens et de services (% du PIB),42.915957307490835
1998,Exportations de biens et de services (% du PIB),41.396402280924434
1999,Exportations de biens et de services (% du PIB),42.40238489736474
2000,Exportations de biens et de services (% du PIB),40.78102912794914
2001,Exportations de biens et de services (% du PIB),40.70005794326046
2002,Exportations de biens et de services (% du PIB),47.46234947546712
2003,Exportations de biens et de services (% du PIB),41.891416134660616
2004,Exportations de biens et de services (% du PIB),46.405014716207035
2005,Exportations de biens et de services (% du PIB),49.89836053021859
2006,Exportations de biens et de services (% du PIB),52.36758893620349
2007,Exportations de biens et de services (% du PIB),47.225982609897876
2008,Exportations de biens et de services (% du PIB),47.11608733006147
2009,Exportations de biens et de services (% du PIB),50.854442360535614
2010,Exportations de biens et de services (% du PIB),50.63264302167278
2011,Exportations de biens et de services (% du PIB),53.81995720115296
2012,Exportations de biens et de services (% du PIB),48.928857903929554
2013,Exportations de biens et de services (% du PIB),41.531050691649405
2014,Exportations de biens et de services (% du PIB),39.27465106099575
2015,Exportations de biens et de services (% du PIB),27.35560793985118
2016,Exportations de biens et de services (% du PIB),24.59506751261281
2017,Exportations de biens et de services (% du PIB),24.92012187610687
2018,Exportations de biens et de services (% du PIB),22.640682688175932
2019,Exportations de biens et de services (% du PIB),23.776277560911367
1960,Importations de biens et de services (% du PIB),22.904520503972282
1961,Importations de biens et de services (% du PIB),28.10353652561095
1962,Importations de biens et de services (% du PIB),25.74692895784225
1963,Importations de biens et de services (% du PIB),23.519865907754063
1964,Importations de biens et de services (% du PIB),24.72276998189355
1965,Importations de biens et de services (% du PIB),30.124219647059412
1966,Importations de biens et de services (% du PIB),28.69635519217572
1967,Importations de biens et de services (% du PIB),28.79128766656586
1968,Importations de biens et de services (% du PIB),27.9949636142379
1969,Importations de biens et de services (% du PIB),27.06979361590755
1970,Importations de biens et de services (% du PIB),29.107631181630307
1971,Importations de biens et de services (% du PIB),28.427326473413327
1972,Importations de biens et de services (% du PIB),29.006650840240106
1973,Importations de biens et de services (% du PIB),33.23197974166776
1974,Importations de biens et de services (% du PIB),38.376183742214636
1975,Importations de biens et de services (% du PIB),36.584784235024934
1976,Importations de biens et de services (% du PIB),36.24775360145412
1977,Importations de biens et de services (% du PIB),36.330562186792235
1978,Importations de biens et de services (% du PIB),37.43549420707969
1979,Importations de biens et de services (% du PIB),37.66260587898652
1980,Importations de biens et de services (% du PIB),41.17866036317634
1981,Importations de biens et de services (% du PIB),42.284195384576115
1982,Importations de biens et de services (% du PIB),39.326792981187694
1983,Importations de biens et de services (% du PIB),35.720317054619386
1984,Importations de biens et de services (% du PIB),31.791270494855805
1985,Importations de biens et de services (% du PIB),32.39760073037113
1986,Importations de biens et de services (% du PIB),30.181448754809743
1987,Importations de biens et de services (% du PIB),29.620258082742172
1988,Importations de biens et de services (% du PIB),27.890143024233588
1989,Importations de biens et de services (% du PIB),29.055208406838368
1990,Importations de biens et de services (% du PIB),27.11162094012115
1991,Importations de biens et de services (% du PIB),26.98609496984512
1992,Importations de biens et de services (% du PIB),28.115578408547933
1993,Importations de biens et de services (% du PIB),25.90606897491064
1994,Importations de biens et de services (% du PIB),29.309256152660605
1995,Importations de biens et de services (% du PIB),34.44304424157137
1996,Importations de biens et de services (% du PIB),32.41828092285853
1997,Importations de biens et de services (% du PIB),35.29209033338322
1998,Importations de biens et de services (% du PIB),34.97024121523147
1999,Importations de biens et de services (% du PIB),34.137616357181344
2000,Importations de biens et de services (% du PIB),33.856775111116704
2001,Importations de biens et de services (% du PIB),32.850294067531564
2002,Importations de biens et de services (% du PIB),32.4013146236249
2003,Importations de biens et de services (% du PIB),33.376074419173484
2004,Importations de biens et de services (% du PIB),38.20167263928941
2005,Importations de biens et de services (% du PIB),44.02427718019409
2006,Importations de biens et de services (% du PIB),42.7021410181536
2007,Importations de biens et de services (% du PIB),42.21164880637791
2008,Importations de biens et de services (% du PIB),40.15876600749998
2009,Importations de biens et de services (% du PIB),39.924787368604704
2010,Importations de biens et de services (% du PIB),43.32679119847156
2011,Importations de biens et de services (% du PIB),37.33487398829288
2012,Importations de biens et de services (% du PIB),44.745617872277144
2013,Importations de biens et de services (% du PIB),38.59577894488707
2014,Importations de biens et de services (% du PIB),34.37059715298142
2015,Importations de biens et de services (% du PIB),25.36017484950796
2016,Importations de biens et de services (% du PIB),22.920535040367827
2017,Importations de biens et de services (% du PIB),23.620656444447857
2018,Importations de biens et de services (% du PIB),23.426803689101195
2019,Importations de biens et de services (% du PIB),22.624636894257783
1995,"Tourisme international, rentrées ($ US courants)",103000000
1996,"Tourisme international, rentrées ($ US courants)",107000000
1997,"Tourisme international, rentrées ($ US courants)",103000000
1998,"Tourisme international, rentrées ($ US courants)",111000000
1999,"Tourisme international, rentrées ($ US courants)",107000000
2000,"Tourisme international, rentrées ($ US courants)",53000000
2001,"Tourisme international, rentrées ($ US courants)",58000000
2002,"Tourisme international, rentrées ($ US courants)",56000000
2003,"Tourisme international, rentrées ($ US courants)",76000000
2004,"Tourisme international, rentrées ($ US courants)",91000000
2005,"Tourisme international, rentrées ($ US courants)",93000000
2006,"Tourisme international, rentrées ($ US courants)",104000000
2007,"Tourisme international, rentrées ($ US courants)",115000000
2008,"Tourisme international, rentrées ($ US courants)",129000000
2009,"Tourisme international, rentrées ($ US courants)",164000000
2010,"Tourisme international, rentrées ($ US courants)",213000000
2011,"Tourisme international, rentrées ($ US courants)",186000000
2012,"Tourisme international, rentrées ($ US courants)",172500000
2013,"Tourisme international, rentrées ($ US courants)",191000000
2014,"Tourisme international, rentrées ($ US courants)",195000000
2015,"Tourisme international, rentrées ($ US courants)",214000000
2016,"Tourisme international, rentrées ($ US courants)",477000000
2017,"Tourisme international, rentrées ($ US courants)",509000000
2018,"Tourisme international, rentrées ($ US courants)",566000000
1995,"Tourisme international, dépenses ($ US courants)",312000000
1996,"Tourisme international, dépenses ($ US courants)",347000000
1997,"Tourisme international, dépenses ($ US courants)",317000000
1998,"Tourisme international, dépenses ($ US courants)",331000000
1999,"Tourisme international, dépenses ($ US courants)",337000000
2000,"Tourisme international, dépenses ($ US courants)",291000000
2001,"Tourisme international, dépenses ($ US courants)",289000000
2002,"Tourisme international, dépenses ($ US courants)",490000000
2003,"Tourisme international, dépenses ($ US courants)",551000000
2004,"Tourisme international, dépenses ($ US courants)",571000000
2005,"Tourisme international, dépenses ($ US courants)",549000000
2006,"Tourisme international, dépenses ($ US courants)",583000000
2007,"Tourisme international, dépenses ($ US courants)",606000000
2008,"Tourisme international, dépenses ($ US courants)",612000000
2009,"Tourisme international, dépenses ($ US courants)",589000000
2010,"Tourisme international, dépenses ($ US courants)",569000000
2011,"Tourisme international, dépenses ($ US courants)",580000000
2012,"Tourisme international, dépenses ($ US courants)",560000000
2013,"Tourisme international, dépenses ($ US courants)",583000000
2014,"Tourisme international, dépenses ($ US courants)",625000000
2015,"Tourisme international, dépenses ($ US courants)",560000000
2016,"Tourisme international, dépenses ($ US courants)",491000000
2017,"Tourisme international, dépenses ($ US courants)",564000000
2018,"Tourisme international, dépenses ($ US courants)",625000000
1961,Croissance du PIB (% annuel),9.932555156421813
1962,Croissance du PIB (% annuel),1.226994489561804
1963,Croissance du PIB (% annuel),14.490355864922904
1964,Croissance du PIB (% annuel),17.61308783004371
1965,Croissance du PIB (% annuel),-3.109654273153879
1966,Croissance du PIB (% annuel),11.577359687300827
1967,Croissance du PIB (% annuel),4.598151784812572
1968,Croissance du PIB (% annuel),12.548248640007984
1969,Croissance du PIB (% annuel),9.539218771041774
1970,Croissance du PIB (% annuel),10.3750318434125
1971,Croissance du PIB (% annuel),9.456637661365235
1972,Croissance du PIB (% annuel),4.236625012306547
1973,Croissance du PIB (% annuel),5.9391975358130225
1974,Croissance du PIB (% annuel),4.327380857354228
1975,Croissance du PIB (% annuel),8.25288636878652
1976,Croissance du PIB (% annuel),12.916397437944198
1977,Croissance du PIB (% annuel),7.314459155231631
1978,Croissance du PIB (% annuel),10.909453647607492
1979,Croissance du PIB (% annuel),2.3944074643865463
1980,Croissance du PIB (% annuel),-10.95769726602029
1981,Croissance du PIB (% annuel),3.5004989074401465
1982,Croissance du PIB (% annuel),0.20082235163889095
1983,Croissance du PIB (% annuel),-3.900240442240076
1984,Croissance du PIB (% annuel),-2.7012614342204273
1985,Croissance du PIB (% annuel),4.501223175215358
1986,Croissance du PIB (% annuel),3.259348767345344
1987,Croissance du PIB (% annuel),-0.3489729094342806
1988,Croissance du PIB (% annuel),1.1364839635205897
1989,Croissance du PIB (% annuel),2.9480049449687016
1990,Croissance du PIB (% annuel),-1.0959084111542694
1991,Croissance du PIB (% annuel),0.04092516843725491
1992,Croissance du PIB (% annuel),-0.244560612032501
1993,Croissance du PIB (% annuel),-0.19248509988932483
1994,Croissance du PIB (% annuel),0.8112066848511574
1995,Croissance du PIB (% annuel),7.125744724107037
1996,Croissance du PIB (% annuel),7.729327421783154
1997,Croissance du PIB (% annuel),3.743553144349505
1998,Croissance du PIB (% annuel),4.930679627743245
1999,Croissance du PIB (% annuel),1.617527443083361
2000,Croissance du PIB (% annuel),-2.068400057225631
2001,Croissance du PIB (% annuel),0.12137191550520754
2002,Croissance du PIB (% annuel),-1.667642138103659
2003,Croissance du PIB (% annuel),-1.359535942947403
2004,Croissance du PIB (% annuel),1.2317728399462453
2005,Croissance du PIB (% annuel),1.7212473674956215
2006,Croissance du PIB (% annuel),1.5158423632620384
2007,Croissance du PIB (% annuel),1.7650367840716683
2008,Croissance du PIB (% annuel),2.5428414763873235
2009,Croissance du PIB (% annuel),3.251453718445134
2010,Croissance du PIB (% annuel),2.0176385921242996
2011,Croissance du PIB (% annuel),-4.3872547885227675
2012,Croissance du PIB (% annuel),10.706504103485528
2013,Croissance du PIB (% annuel),8.889421301554279
2014,Croissance du PIB (% annuel),8.794077390277309
2015,Croissance du PIB (% annuel),8.842859949588913
2016,Croissance du PIB (% annuel),7.179207823924784
2017,Croissance du PIB (% annuel),7.359638088216954
2018,Croissance du PIB (% annuel),6.890284319672844
2019,Croissance du PIB (% annuel),6.231709513050831
2020,Croissance du PIB (% annuel),1.8164414609507276
1960,Dépenses nationales brutes ($ US courants),478662921.8936268
1961,Dépenses nationales brutes ($ US courants),572572188.8721403
1962,Dépenses nationales brutes ($ US courants),578532999.1482116
1963,Dépenses nationales brutes ($ US courants),673026662.7050271
1964,Dépenses nationales brutes ($ US courants),815501806.3300728
1965,Dépenses nationales brutes ($ US courants),858154043.7499413
1966,Dépenses nationales brutes ($ US courants),945137982.0122566
1967,Dépenses nationales brutes ($ US courants),1002435338.2446976
1968,Dépenses nationales brutes ($ US courants),1118495453.9156835
1969,Dépenses nationales brutes ($ US courants),1229417108.59261
1970,Dépenses nationales brutes ($ US courants),1358523192.3954544
1971,Dépenses nationales brutes ($ US courants),1524205590.933935
1972,Dépenses nationales brutes ($ US courants),1766076443.6117313
1973,Dépenses nationales brutes ($ US courants),2445161081.8289986
1974,Dépenses nationales brutes ($ US courants),2845395173.4220395
1975,Dépenses nationales brutes ($ US courants),3888240144.2003717
1976,Dépenses nationales brutes ($ US courants),4405933686.265565
1977,Dépenses nationales brutes ($ US courants),5870651919.145131
1978,Dépenses nationales brutes ($ US courants),7972758551.405037
1979,Dépenses nationales brutes ($ US courants),9422644033.32807
